spec_path,disease_label,sound_label,source
./data/spectrograms\hflung_steth_20190705_12_14_18.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190705_12_14_40.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190705_12_15_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_00_29_34.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190707_00_30_47.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190707_00_31_09.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190707_00_31_35.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190707_00_32_00.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190707_08_17_30.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_08_17_51.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_08_18_49.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_08_19_13.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190707_08_19_34.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_08_20_00.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190707_08_20_23.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190711_08_25_47.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_08_26_09.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_08_26_43.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_08_27_05.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_08_27_37.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_08_28_03.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_08_28_31.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_08_28_54.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_10_46_35.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_47_05.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_47_29.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_47_51.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_48_21.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_48_46.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_10_49_09.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190711_10_49_43.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190711_12_40_52.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_41_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_41_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_42_18.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_42_43.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_12_43_10.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_43_32.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_12_43_56.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_43_08.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190711_13_43_38.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_44_25.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190711_13_45_09.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_45_35.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_45_59.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_52_45.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_13_53_10.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_13_53_34.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_53_58.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_54_27.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_13_54_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190711_13_55_16.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190711_13_55_39.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_09_17_36.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_18_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_19_46.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_20_14.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_09_53_00.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_09_57_17.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_57_41.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_58_25.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_58_48.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_09_59_14.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_09_59_47.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_13_33_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_13_34_03.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_01_48.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_02_09.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_03_00.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190713_14_03_21.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190713_14_10_42.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190713_14_11_26.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_11_48.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_12_10.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190713_14_12_32.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190713_14_12_58.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190713_14_13_20.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190715_08_10_55.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190715_08_11_17.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190715_08_11_50.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190715_08_12_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190715_08_12_54.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190715_08_13_16.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190715_08_13_40.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190715_08_14_02.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190716_10_16_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_16_52.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190716_10_17_23.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190716_10_18_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_18_30.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190716_10_19_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_19_35.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_36_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_36_37.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190716_10_38_33.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190716_10_39_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_10_39_35.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_10_40_10.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_40_32.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_41_00.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190716_11_41_35.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190716_11_42_00.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_42_31.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_42_57.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_43_23.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_43_55.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_44_48.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190716_11_46_56.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_47_21.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_47_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_48_20.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_48_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_49_22.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_49_50.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190716_11_52_43.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_53_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_53_50.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_54_25.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_55_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_55_24.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_11_55_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190716_12_16_08.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_10_07_51.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_08_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_08_37.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_09_06.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_09_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_09_50.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_10_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_10_11.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_10_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_11_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_12_02.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_12_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_13_26.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_10_13_55.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_31_56.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_32_23.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_32_48.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_33_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_33_36.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_33_55.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_33_57.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_34_19.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_34_21.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_34_50.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_10_34_52.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_35_52.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_36_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_10_37_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_02_38.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_03_05.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_03_26.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_03_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_03_49.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_03_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_04_18.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_04_20.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190717_11_04_41.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_04_46.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190717_11_05_06.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_05_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_05_46.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_06_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_06_44.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_32_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_33_18.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_33_35.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_33_43.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_34_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_34_13.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_34_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_34_35.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_34_56.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_34_57.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_35_28.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_35_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_36_33.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_37_02.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_39_59.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_40_27.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_40_49.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_41_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_11_41_36.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_41_59.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_42_23.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_11_42_49.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_03_45.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_04_10.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_04_42.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_05_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_05_33.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_06_02.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_06_37.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_07_03.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_07_24.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190717_12_07_46.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_08_07.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_08_27.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190717_12_08_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_01_27_23.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_27_47.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_28_18.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_28_43.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_29_08.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_29_33.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_01_29_55.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190719_08_36_20.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_36_56.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_37_19.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_37_41.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_38_06.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_38_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_38_52.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_08_39_13.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_08_47_52.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190719_08_48_17.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_08_48_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_08_50_34.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190719_09_25_21.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_39_36.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_40_00.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_40_27.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_40_51.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_41_24.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_42_11.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_42_44.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_43_21.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_13_45_39.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_46_10.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_46_38.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_47_01.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_47_31.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_47_52.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_48_15.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_48_37.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_51_24.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_51_59.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_52_30.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_53_00.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_53_32.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_53_55.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_13_54_17.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_54_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_13_58_40.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190720_14_16_25.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_14_26_16.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_14_33_53.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_14_40_20.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_14_51_54.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190720_14_53_26.npy,-1,2,hflung
./data/spectrograms\hflung_steth_20190720_14_54_03.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_14_54_51.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_15_07_05.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190720_15_08_36.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_15_08_54.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190720_15_09_34.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_15_09_59.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190720_15_10_38.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190722_13_41_14.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_13_42_05.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_13_42_38.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_13_43_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_13_43_36.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_13_44_00.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_13_44_30.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_13_44_55.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_13_45_20.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_23_54.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_24_17.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_24_40.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_25_00.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_25_34.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_25_56.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_26_18.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_26_39.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_32_42.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_33_09.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_34_41.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190722_16_35_08.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_35_33.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_35_58.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_47_20.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_48_01.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_48_27.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_48_51.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_49_15.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_49_44.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_50_08.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190722_16_50_32.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_39_30.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_39_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_40_18.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_40_46.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_42_13.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_42_40.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_11_45_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_46_08.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_47_13.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_47_49.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_48_42.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_49_07.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_51_24.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_52_17.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_53_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_54_17.npy,-1,3,hflung
./data/spectrograms\hflung_steth_20190724_11_54_44.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_11_55_12.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_16_18_51.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_16_19_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190724_16_19_57.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_16_20_21.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_16_20_51.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190724_16_21_44.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190725_11_46_45.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_47_12.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_47_36.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_48_02.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_48_29.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_49_03.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_50_16.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_50_42.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_51_07.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_11_51_30.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190725_11_51_50.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_39_02.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_39_27.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_39_55.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190725_15_40_34.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_41_06.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_41_37.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190725_15_42_01.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_09_49_16.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_09_51_55.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_09_52_43.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_11_27_39.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_11_28_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_11_29_53.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_18_21.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_18_53.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_19_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_19_38.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_20_13.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_20_47.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_21_15.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_21_46.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_27_06.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_27_33.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_27_58.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_28_21.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_28_52.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_29_25.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_29_47.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_30_08.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_34_26.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_35_24.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_35_50.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_36_14.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_36_46.npy,-1,0,hflung
./data/spectrograms\hflung_steth_20190726_16_37_15.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190726_16_37_43.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_10_05.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_10_34.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_11_02.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_11_23.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_12_41.npy,-1,1,hflung
./data/spectrograms\hflung_steth_20190727_11_13_03.npy,-1,1,hflung
